snapshot,percentile,ix,iy,iz,omega_mag,R_max,sigma_abs,sigma_signed,C_far
t=0,50.0,111,41,77,22.866649092812406,80,21.09100101433885,1.5464322866124913,0.07332190091694271
t=0,50.0,111,41,77,22.866649092812406,96,22.68249345733635,1.6906643042361906,0.07453608693489418
t=0,50.0,111,41,77,22.866649092812406,112,24.03160576109785,1.7518657503974981,0.07289840586655275
t=0,50.0,254,19,124,33.95970004562568,32,12.69920894051353,3.2401595531252267,0.2551465660816351
t=0,50.0,254,19,124,33.95970004562568,48,16.466045618002816,3.5772920418028766,0.2172526497735265
t=0,50.0,254,19,124,33.95970004562568,64,18.854601036903055,3.446525985527535,0.1827949569859284
t=0,50.0,254,19,124,33.95970004562568,80,20.614653403957675,3.3573244022893647,0.16286106472422252
t=0,50.0,254,19,124,33.95970004562568,96,22.37693166109771,2.990591422257187,0.13364617935783973
t=0,50.0,254,19,124,33.95970004562568,112,23.812156944330653,2.9292487038741415,0.12301484114699468
t=0,50.0,142,243,58,22.192917417431598,32,10.93004171171932,0.011536930151386154,0.0010555248054557854
t=0,50.0,142,243,58,22.192917417431598,48,13.951795307916255,0.04379790588436786,0.0031392308242593633
t=0,50.0,142,243,58,22.192917417431598,64,16.786533853896362,0.993133027328337,0.05916248321256735
t=0,50.0,142,243,58,22.192917417431598,80,18.93856255763857,1.7898840689515079,0.09451002754322484
t=0,50.0,142,243,58,22.192917417431598,96,20.573674148914037,2.0241097353948443,0.09838348370564064
t=0,50.0,142,243,58,22.192917417431598,112,22.005039271516317,2.1401254039126956,0.09725615017115234
t=0,50.0,114,25,152,28.089186962799797,32,12.944009072993191,1.2414631692737257,0.09591025178311684
t=0,50.0,114,25,152,28.089186962799797,48,16.82107474977374,1.0632273825113674,0.06320805289362791
t=0,50.0,114,25,152,28.089186962799797,64,19.52197278942858,0.796783456295087,0.040814699666345
t=0,50.0,114,25,152,28.089186962799797,80,21.524149560415605,0.716776170325507,0.03330102164146396
t=0,50.0,114,25,152,28.089186962799797,96,23.18329646280655,0.6730502919966068,0.02903169068628336
t=0,50.0,114,25,152,28.089186962799797,112,24.529405448675558,0.7555006958744332,0.030799796491407655
t=0,50.0,229,218,126,17.939304749085647,32,13.691454003971266,1.1988738309796876,0.08756366056022603
t=0,50.0,229,218,126,17.939304749085647,48,16.918764672012696,1.3704860740758105,0.08100390901132938
t=0,50.0,229,218,126,17.939304749085647,64,19.21687325617041,1.7880047494746119,0.09304347932359368
t=0,50.0,229,218,126,17.939304749085647,80,20.977906139535058,1.6606133187038465,0.07916010814703033
t=0,50.0,229,218,126,17.939304749085647,96,22.574008453393922,1.3922246575857384,0.061673790034238354
t=0,50.0,229,218,126,17.939304749085647,112,23.978711740132002,1.3908851335858494,0.05800499829429922
t=0,50.0,213,122,164,69.28794715200324,32,22.47686032674069,0.213145350427701,0.00948287916235891
t=0,50.0,213,122,164,69.28794715200324,48,25.87688688339372,0.05848053300159934,0.0022599524148760237
t=0,50.0,213,122,164,69.28794715200324,64,28.437577925521623,0.0258951699797386,0.0009105968886505868
t=0,50.0,213,122,164,69.28794715200324,80,30.35760376250466,0.07589988660289587,0.002500193598832115
t=0,50.0,213,122,164,69.28794715200324,96,31.93948204486435,0.15789691294649708,0.004943627849841285
t=0,50.0,213,122,164,69.28794715200324,112,33.220206274399544,0.20206778223317132,0.006082676927532826
t=0,50.0,251,106,157,49.64238689380042,32,14.340277376963828,1.4553546225186114,0.10148720169503053
t=0,50.0,251,106,157,49.64238689380042,48,18.334630400025222,1.1843449498776288,0.06459606351682985
t=0,50.0,251,106,157,49.64238689380042,64,21.102545830356924,1.1896940256004602,0.056376800939772584
t=0,50.0,251,106,157,49.64238689380042,80,23.157679932071673,1.1815532229556882,0.05102208970939807
t=0,50.0,251,106,157,49.64238689380042,96,24.79733443623514,1.138240895729654,0.045901743941735844
t=0,50.0,251,106,157,49.64238689380042,112,26.16676629392304,1.1848154659393078,0.04527939954943798
t=0,50.0,118,46,195,20.484585126933645,32,11.935957545533059,0.2691166376766705,0.02254671538919685
t=0,50.0,118,46,195,20.484585126933645,48,15.321252315902962,0.02539054899682452,0.001657211073436207
t=0,50.0,118,46,195,20.484585126933645,64,17.75309867314629,0.21013077530846858,0.011836287240734869
t=0,50.0,118,46,195,20.484585126933645,80,19.66589876368249,0.480380810976451,0.024427096709334354
t=0,50.0,118,46,195,20.484585126933645,96,21.645165346910257,0.8452000984333498,0.03904798530698209
t=0,50.0,118,46,195,20.484585126933645,112,23.263964038757283,0.8609255797731173,0.037006830750719574
t=0,50.0,196,35,225,37.601576431866,32,12.764200893803851,2.9558982677863774,0.2315772285612697
t=0,50.0,196,35,225,37.601576431866,48,16.339213360037686,3.124551634497333,0.19123023646532067
t=0,50.0,196,35,225,37.601576431866,64,18.937684181153045,3.150234866455318,0.1663474180011123
t=0,50.0,196,35,225,37.601576431866,80,20.93256676799891,2.843792476846773,0.1358549340061955
t=0,50.0,196,35,225,37.601576431866,96,22.65847971776652,2.9961237927481146,0.13222969193289932
t=0,50.0,196,35,225,37.601576431866,112,24.157823025738043,3.037927555041893,0.12575336576500487
t=0,50.0,16,242,36,17.285947027945856,32,9.4861488026337,1.4119788185566993,0.14884637042217624
t=0,50.0,16,242,36,17.285947027945856,48,12.721778284624513,0.43474783020399027,0.03417351100430863
t=0,50.0,16,242,36,17.285947027945856,64,15.877225778761005,1.0125561715710203,0.06377412437666022
t=0,50.0,16,242,36,17.285947027945856,80,18.29433647741584,2.0514562845535758,0.11213614044357806
t=0,50.0,16,242,36,17.285947027945856,96,19.917919688869702,2.4201158245089087,0.12150444736762793
t=0,50.0,16,242,36,17.285947027945856,112,21.266548452723594,2.5163087360890164,0.11832238511495523
t=0,50.0,143,38,9,17.867824166760556,32,9.965320946423338,1.7595235388816606,0.17656466343045105
t=0,50.0,143,38,9,17.867824166760556,48,14.197221620213494,1.6859286728945044,0.11875060613931249
t=0,50.0,143,38,9,17.867824166760556,64,16.605711241080716,1.821982013832268,0.10972020333130228
t=0,50.0,143,38,9,17.867824166760556,80,18.59970329175465,1.7140362109119331,0.09215395450269225
t=0,50.0,143,38,9,17.867824166760556,96,20.204583175147338,1.7476474628650691,0.08649757570919672
t=0,50.0,143,38,9,17.867824166760556,112,21.46096714136086,1.7820758601513735,0.0830380032928176
t=0,50.0,40,41,158,17.096149326996013,32,12.472139227466476,0.23112136757804885,0.018531012472108012
t=0,50.0,40,41,158,17.096149326996013,48,16.0123256602333,0.3582959213587259,0.022376257450755936
t=0,50.0,40,41,158,17.096149326996013,64,18.40069763676063,0.08113681911224932,0.0044094425501648065
t=0,50.0,40,41,158,17.096149326996013,80,20.39642171037147,0.2705150742932981,0.013262869249057672
t=0,50.0,40,41,158,17.096149326996013,96,22.09245029442892,0.46399274088146486,0.02100232136760631
t=0,50.0,40,41,158,17.096149326996013,112,23.43338306102177,0.6054288687185618,0.025836170011901097
t=0,50.0,47,222,114,17.96794497730982,32,13.63297194960587,1.690664856144107,0.12401293440591171
t=0,50.0,47,222,114,17.96794497730982,48,17.4053644858791,1.8936223806193482,0.10879533043709806
t=0,50.0,47,222,114,17.96794497730982,64,19.908052507992508,2.1108284089541085,0.10602887490409581
t=0,50.0,47,222,114,17.96794497730982,80,22.032809457948222,2.610469814397458,0.11848102346547297
t=0,50.0,47,222,114,17.96794497730982,96,23.60214803273284,2.8957214055288274,0.12268889261743769
t=0,50.0,47,222,114,17.96794497730982,112,24.868113840741632,2.9430833469441438,0.11834767066742578
t=0,50.0,103,28,44,16.683511093878682,32,17.929092069878017,2.8042801753650215,0.15640949159251546
t=0,50.0,103,28,44,16.683511093878682,48,21.647494136126237,3.0297546383476472,0.13995867693949235
t=0,50.0,103,28,44,16.683511093878682,64,24.28808427303018,3.2334457945589414,0.13312889391401708
t=0,50.0,103,28,44,16.683511093878682,80,26.291895940484967,3.3331873078383456,0.12677622471134972
t=0,50.0,103,28,44,16.683511093878682,96,27.8018995691105,3.295272694862902,0.11852689010229138
t=0,50.0,103,28,44,16.683511093878682,112,29.090276919924264,3.345455149814478,0.11500251988055629
t=0,50.0,110,193,38,15.061950120038674,32,13.575116257478856,1.4469799471310347,0.10659061179928082
t=0,50.0,110,193,38,15.061950120038674,48,17.460998680865234,1.6664584376073435,0.09543889602566344
t=0,50.0,110,193,38,15.061950120038674,64,20.064884001395203,1.6663110791886797,0.08304613568026675
t=0,50.0,110,193,38,15.061950120038674,80,21.984888050690575,1.692932815098294,0.07700438643102923
t=0,50.0,110,193,38,15.061950120038674,96,23.548969030577645,1.6663779441574436,0.07076224619403511
t=0,50.0,110,193,38,15.061950120038674,112,24.81614496088279,1.5646002949513822,0.06304767712380917
t=0,50.0,34,7,153,19.316259189822443,32,12.67073409909814,3.482027414893722,0.27480865651987446
t=0,50.0,34,7,153,19.316259189822443,48,15.836086560728257,4.175014086807209,0.2636392565042416
t=0,50.0,34,7,153,19.316259189822443,64,18.900116378598913,5.186469202953065,0.2744146702094299
t=0,50.0,34,7,153,19.316259189822443,80,21.159584978767178,5.6440328123391925,0.2667364609467889
t=0,50.0,34,7,153,19.316259189822443,96,22.805634997873934,5.803910292403637,0.2544945708788512
t=0,50.0,34,7,153,19.316259189822443,112,24.21911657700175,5.89012596189348,0.2432015198889083
t=0,50.0,183,168,56,16.937964776291135,32,16.626559106503542,0.407346346435701,0.024499738269740123
t=0,50.0,183,168,56,16.937964776291135,48,20.097405102003826,0.3489183985247106,0.017361365646648655
t=0,50.0,183,168,56,16.937964776291135,64,22.55703337077668,0.45018119964851333,0.019957464807040484
t=0,50.0,183,168,56,16.937964776291135,80,24.427518104763557,0.5401170240323219,0.0221110070092219
t=0,50.0,183,168,56,16.937964776291135,96,25.912519436889596,0.4605913860508582,0.017774859259541965
t=0,50.0,183,168,56,16.937964776291135,112,27.135712696396464,0.4326263928655982,0.01594306358214979
t=0,50.0,160,104,122,19.913221937995885,32,11.369458140457155,0.41987837737098577,0.03693037717223196
t=0,50.0,160,104,122,19.913221937995885,48,14.217981565739686,0.8663763438499833,0.06093525581279725
t=0,50.0,160,104,122,19.913221937995885,64,16.5510000321153,0.9646544216078019,0.05828375443997351
t=0,50.0,160,104,122,19.913221937995885,80,18.49571861946291,0.8892718325363576,0.04807987463653255
t=0,50.0,160,104,122,19.913221937995885,96,19.965474193607957,0.9876110862646957,0.04946594689851565
t=0,50.0,160,104,122,19.913221937995885,112,21.166048457891204,0.9912118115565345,0.04683027224134448
t=0,50.0,87,45,182,29.15711653999682,32,12.049373765999949,2.889719696650711,0.23982322673106155
t=0,50.0,87,45,182,29.15711653999682,48,15.609965705454414,2.7454352841718626,0.17587708621374845
t=0,50.0,87,45,182,29.15711653999682,64,18.013088391206065,2.926286745372304,0.16245336067972155
t=0,50.0,87,45,182,29.15711653999682,80,19.989920404124504,3.298902610975526,0.16502830147812225
t=0,50.0,87,45,182,29.15711653999682,96,21.784025531450016,3.739441580915068,0.17165980527870592
t=0,50.0,87,45,182,29.15711653999682,112,23.315017868790083,3.7876754291037256,0.16245646691843108
t=0,50.0,160,69,73,27.393345301428383,32,11.519570659759177,2.821393007094516,0.2449217154377435
t=0,50.0,160,69,73,27.393345301428383,48,14.579844166567478,3.3644912247710654,0.23076318143962476
t=0,50.0,160,69,73,27.393345301428383,64,17.2398408431191,4.113546755217768,0.23860700296775644
t=0,50.0,160,69,73,27.393345301428383,80,19.146163662314795,4.465231046227579,0.2332180548010487
t=0,50.0,160,69,73,27.393345301428383,96,20.739535123359627,4.477089434945576,0.21587221740100054
t=0,50.0,160,69,73,27.393345301428383,112,22.133918224633426,4.543316212687021,0.20526488652292224
t=0,50.0,174,225,36,15.28364576163304,32,10.352753554371064,2.3281146213548065,0.2248787831302955
t=0,50.0,174,225,36,15.28364576163304,48,13.527828336788287,2.3543251363596727,0.17403570460435228
t=0,50.0,174,225,36,15.28364576163304,64,15.664715531400415,2.180864059225296,0.13922142759973427
t=0,50.0,174,225,36,15.28364576163304,80,17.48535529771796,1.8733497972192328,0.10713821740091987
t=0,50.0,174,225,36,15.28364576163304,96,18.991194289337027,1.8302094828163393,0.09637147906195377
t=0,50.0,174,225,36,15.28364576163304,112,20.29552726530689,1.8956621819085608,0.09340295312992433
t=0,50.0,77,130,203,16.67727299200129,32,10.424242680593368,0.6481063548981482,0.06217299181884134
t=0,50.0,77,130,203,16.67727299200129,48,13.881958877159542,0.19396862867500686,0.01397271310132967
t=0,50.0,77,130,203,16.67727299200129,64,16.593577380614526,0.8672022528200491,0.05226131972200037
t=0,50.0,77,130,203,16.67727299200129,80,18.43340841997228,0.8675806075801051,0.047065664027717
t=0,50.0,77,130,203,16.67727299200129,96,20.11051035929447,0.650911972176177,0.0323667555197248
t=0,50.0,77,130,203,16.67727299200129,112,21.487069667743057,0.6022516711068081,0.02802856231303256
t=0,50.0,199,167,33,19.984906161332226,32,12.846373857767592,0.11937531835520201,0.00929253030286219
t=0,50.0,199,167,33,19.984906161332226,48,16.54501415892719,0.0402534480096267,0.002432965461556112
t=0,50.0,199,167,33,19.984906161332226,64,18.977292045751966,0.03863768718105609,0.0020359958147824924
t=0,50.0,199,167,33,19.984906161332226,80,21.044369910816023,0.25985471808715993,0.012347944803688529
t=0,50.0,199,167,33,19.984906161332226,96,22.573144797123756,0.29133759581067337,0.01290638049899876
t=0,50.0,199,167,33,19.984906161332226,112,23.79828613637891,0.31207810103089095,0.01311346956845927
t=0,50.0,92,12,126,16.93587603158734,32,11.835591968264184,1.1622287838145922,0.09819777387822921
t=0,50.0,92,12,126,16.93587603158734,48,15.575712087742524,1.4350348924784821,0.09213285944132202
t=0,50.0,92,12,126,16.93587603158734,64,18.094990698706788,1.5242900193889337,0.08423823171668564
t=0,50.0,92,12,126,16.93587603158734,80,20.213111247882335,1.3052543859617793,0.06457464019046186
t=0,50.0,92,12,126,16.93587603158734,96,21.932495818348443,0.9950206675530278,0.04536741626644271
t=0,50.0,92,12,126,16.93587603158734,112,23.253519298717556,0.9387646402706433,0.0403708629309464
t=0,50.0,194,197,187,29.422829770696094,32,16.15775373568176,1.8854854653269892,0.11669230118065252
t=0,50.0,194,197,187,29.422829770696094,48,19.70631858991157,2.4893555012425153,0.1263227065920325
t=0,50.0,194,197,187,29.422829770696094,64,21.95084891674495,2.5818284329876704,0.11761861433150099
t=0,50.0,194,197,187,29.422829770696094,80,23.82596393862001,2.7087786830340486,0.11369020325945058
t=0,50.0,194,197,187,29.422829770696094,96,25.400238047453485,3.0009389132256654,0.11814609404916684
t=0,50.0,194,197,187,29.422829770696094,112,26.67882336972591,3.127355031452768,0.11722237476940488
t=0,50.0,96,218,249,21.90392014129594,32,10.56474258258078,2.5325841445482844,0.23972038360158687
t=0,50.0,96,218,249,21.90392014129594,48,14.158151139186874,2.7245170555484006,0.19243452261273672
t=0,50.0,96,218,249,21.90392014129594,64,16.73813136569823,3.1873293672900607,0.19042324962402404
t=0,50.0,96,218,249,21.90392014129594,80,19.299736881344497,4.165792377026892,0.215847107276039
t=0,50.0,96,218,249,21.90392014129594,96,21.2000335012881,4.3487134392968345,0.20512766826677936
t=0,50.0,96,218,249,21.90392014129594,112,22.619129913357053,4.338878036991573,0.1918233837292467
t=0,50.0,210,178,202,21.96607655788986,32,10.310651320837952,2.2491724995186915,0.2181406808872575
t=0,50.0,210,178,202,21.96607655788986,48,13.541358520625346,2.059120335145946,0.15206157727894312
t=0,50.0,210,178,202,21.96607655788986,64,15.97540306414433,1.7584246110160102,0.11007075088844992
t=0,50.0,210,178,202,21.96607655788986,80,17.651988072667123,1.788298707090283,0.10130862879175288
t=0,50.0,210,178,202,21.96607655788986,96,19.088001493464063,1.773757699705566,0.09292527037536746
t=0,50.0,210,178,202,21.96607655788986,112,20.405104151470898,1.7775779723075005,0.08711437879033634
t=0,50.0,50,234,10,18.314537365127375,32,13.96489197795701,2.218377289414195,0.15885388106945686
t=0,50.0,50,234,10,18.314537365127375,48,17.310892187350287,1.921360875870087,0.11099144140439492
t=0,50.0,50,234,10,18.314537365127375,64,19.47086256077371,1.7786749867163423,0.09135060047620527
t=0,50.0,50,234,10,18.314537365127375,80,21.285890959545632,1.5608189988815016,0.07332645844366473
t=0,50.0,50,234,10,18.314537365127375,96,22.83015293334296,1.692375036054963,0.07412893995919251
t=0,50.0,50,234,10,18.314537365127375,112,24.171541876192055,1.7142201504464023,0.07091894092758876
t=0,50.0,213,95,203,17.51405106750509,32,9.954707507377892,1.6792879264989897,0.16869284459180667
t=0,50.0,213,95,203,17.51405106750509,48,13.569016276748574,2.1228451822107863,0.15644797964082519
t=0,50.0,213,95,203,17.51405106750509,64,16.06768603624782,1.9765623262655088,0.12301474660423986
t=0,50.0,213,95,203,17.51405106750509,80,17.91540401590698,1.8701386769922979,0.10438718966827726
t=0,50.0,213,95,203,17.51405106750509,96,19.40060758250529,1.825898499594185,0.09411553178575235
t=0,50.0,213,95,203,17.51405106750509,112,20.656034862332373,1.8725154219553937,0.09065222025598184
t=0,50.0,8,23,211,24.774344316216055,32,12.246749652079224,0.7663397022130934,0.0625749463314118
t=0,50.0,8,23,211,24.774344316216055,48,15.56091301060309,0.8694014338738585,0.05587084981976667
t=0,50.0,8,23,211,24.774344316216055,64,18.089471345821355,1.1093841357170753,0.061327615081097527
t=0,50.0,8,23,211,24.774344316216055,80,20.107147638846563,1.5426945580155134,0.07672368979054303
t=0,50.0,8,23,211,24.774344316216055,96,21.76793641235376,1.685716226535723,0.0774403321749435
t=0,50.0,8,23,211,24.774344316216055,112,23.192093314596043,1.5985561133065478,0.06892677136222497
t=0,50.0,162,47,172,20.597100617275736,32,11.940953573259,0.5079685827473363,0.04254003498388097
t=0,50.0,162,47,172,20.597100617275736,48,15.093787095991297,0.9405563960838307,0.06231414224291196
t=0,50.0,162,47,172,20.597100617275736,64,17.304040240859955,0.8409996220644894,0.04860134456221621
t=0,50.0,162,47,172,20.597100617275736,80,19.181238193448326,0.47143676551843167,0.024578015285762877
t=0,50.0,162,47,172,20.597100617275736,96,20.912587674557518,0.043729617977083544,0.0020910668090245704
t=0,50.0,162,47,172,20.597100617275736,112,22.329081867156038,0.17822629401142007,0.007981801270278562
t=0,50.0,239,224,118,17.53595044582964,32,12.572389139109454,2.5599005205710235,0.20361289268463975
t=0,50.0,239,224,118,17.53595044582964,48,15.483063815903936,2.4999060131337427,0.16146068006035616
t=0,50.0,239,224,118,17.53595044582964,64,17.658323550453797,2.5497661421198434,0.14439457601026442
t=0,50.0,239,224,118,17.53595044582964,80,19.42892182223196,2.355851259331827,0.12125486328511002
t=0,50.0,239,224,118,17.53595044582964,96,20.931200409293407,2.3637132702664316,0.11292774537751539
t=0,50.0,239,224,118,17.53595044582964,112,22.20720773469354,2.297204218961983,0.10344408204788132
t=0,50.0,34,120,182,16.251136042783585,32,12.847379179957283,4.907348271099229,0.38197271228321805
t=0,50.0,34,120,182,16.251136042783585,48,16.323813838032457,5.184029602680592,0.31757465835603
t=0,50.0,34,120,182,16.251136042783585,64,18.816749508956157,5.241531456988907,0.27855668985199117
t=0,50.0,34,120,182,16.251136042783585,80,20.787253513382243,5.052929615837293,0.24307826969947524
t=0,50.0,34,120,182,16.251136042783585,96,22.353968956647364,5.073110790783208,0.22694452160248818
t=0,50.0,34,120,182,16.251136042783585,112,23.712903779911272,5.017847968380001,0.2116083300026268
t=0,99.9,46,116,159,186.1284080716324,32,18.65893809947251,2.2508159554823766,0.12062937041127797
t=0,99.9,46,116,159,186.1284080716324,48,22.58581927126773,1.9049324471845808,0.08434196804221829
t=0,99.9,46,116,159,186.1284080716324,64,25.36608908472269,2.1263511544472693,0.08382652711441879
t=0,99.9,46,116,159,186.1284080716324,80,27.452487679575643,2.1937428576686426,0.07991053063292197
t=0,99.9,46,116,159,186.1284080716324,96,29.07708827214911,2.1801596337866025,0.07497860904713845
t=0,99.9,46,116,159,186.1284080716324,112,30.407611229987808,2.1128372808996096,0.06948382972010449
t=0,99.9,138,214,183,267.33565795155357,32,19.865765852944513,0.9448291937847271,0.04756067300796682
t=0,99.9,138,214,183,267.33565795155357,48,24.64475922408588,1.164736468664668,0.04726102040901031
t=0,99.9,138,214,183,267.33565795155357,64,27.42065489112021,1.1104394742134858,0.04049646073818192
t=0,99.9,138,214,183,267.33565795155357,80,29.350884331456488,0.9152532651455946,0.031183158054446828
t=0,99.9,138,214,183,267.33565795155357,96,30.988086622063708,1.028983547932622,0.03320577873949724
t=0,99.9,138,214,183,267.33565795155357,112,32.34962887455976,0.9884015306904056,0.030553720864096204
t=0,99.9,207,178,49,195.1969817985236,32,20.557292098125576,2.5439252207562273,0.12374806996044892
t=0,99.9,207,178,49,195.1969817985236,48,24.1802896631349,2.572189376034851,0.10637545752631711
t=0,99.9,207,178,49,195.1969817985236,64,26.64810988957221,2.638576379494203,0.09901551706399696
t=0,99.9,207,178,49,195.1969817985236,80,28.482211551974306,2.685460269342572,0.09428552500012674
t=0,99.9,207,178,49,195.1969817985236,96,30.078457233567093,2.599354752386504,0.0864191514944345
t=0,99.9,207,178,49,195.1969817985236,112,31.366083883315536,2.5529573524057927,0.08139228862305567
t=0,99.9,19,119,166,169.45368827514096,32,20.931640234741373,3.240375237559728,0.1548075163350793
t=0,99.9,19,119,166,169.45368827514096,48,24.192934696098934,3.476676832216473,0.1437062876368232
t=0,99.9,19,119,166,169.45368827514096,64,26.77894596778182,3.367276230833678,0.12574341928487037
t=0,99.9,19,119,166,169.45368827514096,80,28.747202450126284,3.3374184508562688,0.11609541681999765
t=0,99.9,19,119,166,169.45368827514096,96,30.306346766916587,3.4846118383064493,0.11497960691555101
t=0,99.9,19,119,166,169.45368827514096,112,31.67913887142275,3.5755022166264356,0.11286614295730871
t=0,99.9,222,38,33,204.5523791697012,32,29.26969630500095,0.1659848629946751,0.005670877526881457
t=0,99.9,222,38,33,204.5523791697012,48,32.77776305182639,0.2581276562504594,0.007875084576159826
t=0,99.9,222,38,33,204.5523791697012,64,35.23745226746011,0.1538870929778047,0.004367145837042003
t=0,99.9,222,38,33,204.5523791697012,80,37.25063816492717,0.24881044021743656,0.006679360474734112
t=0,99.9,222,38,33,204.5523791697012,96,38.84481211191315,0.21103842694591693,0.005432860026144765
t=0,99.9,222,38,33,204.5523791697012,112,40.158618193744715,0.19915680272738776,0.004959254368926701
t=0,99.9,60,218,180,154.62915677841983,32,16.38833323043606,1.787744313897709,0.10908640242788989
t=0,99.9,60,218,180,154.62915677841983,48,20.1815876399427,1.4185845330947877,0.07029102756451006
t=0,99.9,60,218,180,154.62915677841983,64,22.955043957244648,1.4272446240948535,0.0621756432596337
t=0,99.9,60,218,180,154.62915677841983,80,25.16623396580695,1.322948180737932,0.052568381210132804
t=0,99.9,60,218,180,154.62915677841983,96,26.7940509111546,1.3782047873973888,0.051436969794799864
t=0,99.9,60,218,180,154.62915677841983,112,28.102190105288297,1.447811937955871,0.05151954109382458
t=0,99.9,194,181,43,196.30844893898154,32,19.829759369681693,3.8316448183907195,0.1932269951923388
t=0,99.9,194,181,43,196.30844893898154,48,23.35597556420929,3.994673600043581,0.17103432862659015
t=0,99.9,194,181,43,196.30844893898154,64,25.861650818448478,4.016608690361972,0.15531138048993814
t=0,99.9,194,181,43,196.30844893898154,80,27.819004763485424,4.030591006491864,0.14488624020735363
t=0,99.9,194,181,43,196.30844893898154,96,29.462744383053455,4.069359600167592,0.138118823802043
t=0,99.9,194,181,43,196.30844893898154,112,30.72472855664175,4.019019540459464,0.13080732456432637
t=0,99.9,86,181,45,155.90601409713707,32,23.00459342650728,1.835392901841214,0.07978375743543303
t=0,99.9,86,181,45,155.90601409713707,48,26.67089021462608,1.7008509881672709,0.06377181168233144
t=0,99.9,86,181,45,155.90601409713707,64,29.158328107787455,1.7214987177184125,0.05903969224005829
t=0,99.9,86,181,45,155.90601409713707,80,31.091377975400267,1.62176414320716,0.05216121795857076
t=0,99.9,86,181,45,155.90601409713707,96,32.65802963244428,1.5528190923685343,0.04754784994211281
t=0,99.9,86,181,45,155.90601409713707,112,33.955464125875636,1.5148821533652983,0.04461379611097373
t=0,99.9,183,181,49,184.39265605286766,32,20.90190285136891,2.5863533819179456,0.12373769987877252
t=0,99.9,183,181,49,184.39265605286766,48,24.54727820627492,2.393503766246936,0.09750587198034422
t=0,99.9,183,181,49,184.39265605286766,64,27.192734937990696,2.5744848547760837,0.09467546609956091
t=0,99.9,183,181,49,184.39265605286766,80,29.259050372859928,2.6116906521640444,0.08926095067619122
t=0,99.9,183,181,49,184.39265605286766,96,30.919922638640532,2.5985606516847497,0.08404162850127368
t=0,99.9,183,181,49,184.39265605286766,112,32.21426951237977,2.595777234550275,0.08057849126619904
t=0,99.9,103,118,160,183.05459040224343,32,20.345788662522004,0.09970078336430963,0.004900315491233015
t=0,99.9,103,118,160,183.05459040224343,48,23.807749906940742,0.06968769027108064,0.002927101071855782
t=0,99.9,103,118,160,183.05459040224343,64,26.7352507576391,0.1772700179225408,0.006630572480113701
t=0,99.9,103,118,160,183.05459040224343,80,28.803330021160015,0.14931050369737395,0.005183793109605202
t=0,99.9,103,118,160,183.05459040224343,96,30.45389670449057,0.13561207122845767,0.004453028541613889
t=0,99.9,103,118,160,183.05459040224343,112,31.799421070348817,0.200344275440448,0.0063002491459587555
t=0,99.9,176,182,50,169.25727717774103,32,21.705896951283403,1.317378801251961,0.06069220747747392
t=0,99.9,176,182,50,169.25727717774103,48,25.514122366042123,1.2058001540262107,0.0472601070390359
t=0,99.9,176,182,50,169.25727717774103,64,28.19495000459577,1.2977810682400102,0.04602884800393234
t=0,99.9,176,182,50,169.25727717774103,80,30.27027527013677,1.3298596650560774,0.04393285667831552
t=0,99.9,176,182,50,169.25727717774103,96,31.867444101766317,1.291970216916503,0.040542009355714004
t=0,99.9,176,182,50,169.25727717774103,112,33.17834769542603,1.3279056303757282,0.04002325982492472
t=0,99.9,106,216,181,148.86551871026268,32,17.478917342122536,0.9304357804223524,0.05323188857813809
t=0,99.9,106,216,181,148.86551871026268,48,21.594152131476154,0.6007901546016979,0.027821891359465407
t=0,99.9,106,216,181,148.86551871026268,64,24.471116853960687,0.5562684068231454,0.022731631340852043
t=0,99.9,106,216,181,148.86551871026268,80,26.495787108482876,0.6391120056786191,0.02412126890444411
t=0,99.9,106,216,181,148.86551871026268,96,28.087561191267962,0.5881516829659694,0.02093993419225083
t=0,99.9,106,216,181,148.86551871026268,112,29.399330119041167,0.6055666145215326,0.020597973221482456
t=0,99.9,144,215,184,206.79259846871875,32,20.51644014529541,1.06846820373815,0.05207863528815738
t=0,99.9,144,215,184,206.79259846871875,48,25.2118420169938,1.1290737239493185,0.04478346814914504
t=0,99.9,144,215,184,206.79259846871875,64,28.069919407156114,1.1606263738716958,0.041347691706439565
t=0,99.9,144,215,184,206.79259846871875,80,30.01650559437249,1.0043159146353517,0.03345878858142773
t=0,99.9,144,215,184,206.79259846871875,96,31.652523629996118,1.051389045196019,0.03321659459088596
t=0,99.9,144,215,184,206.79259846871875,112,33.01374800747174,1.0374829488837156,0.03142578505927016
t=0,99.9,2,216,179,151.61375247126426,32,17.671983880198695,1.2615853955562997,0.07138900782780223
t=0,99.9,2,216,179,151.61375247126426,48,21.610748343605803,1.6821451980004025,0.07783835947069905
t=0,99.9,2,216,179,151.61375247126426,64,24.25886991355323,1.6332102252470273,0.06732425010179746
t=0,99.9,2,216,179,151.61375247126426,80,26.27282139593878,1.5146522103726034,0.05765091565714889
t=0,99.9,2,216,179,151.61375247126426,96,27.851558688289828,1.4988964070962194,0.05381732576878829
t=0,99.9,2,216,179,151.61375247126426,112,29.11800275293801,1.5341639276114518,0.05268781449842587
t=0,99.9,162,209,183,140.68101924734665,32,21.191119168329,2.6993693058469934,0.1273821021157444
